Cattle_ID,age,weight,Breed,Disease_Status,Body_Condition,feed,milk_output,Lactation_Stage,health_status,temperature,humidity,thi,feed_weight_ratio,feed_per_weight,temp_humidity,thi_squared,feed_thi_interaction,age_weight_ratio,anomaly_score,model_anomaly,anomaly_score_norm,extreme_heat_stress,abnormal_yield_drop,abnormal_feed_behaviour,anomaly_label,issue_tags
COW00439,54,463.9,Ayrshire,Mastitis,3.7,16.5,18.9,Early,1,18.894964747781046,80.83579872493274,35.1495124544978,0.03556801034705756,0.03556801034705756,1527.3895672663282,1235.4882257888962,579.9669554992138,0.11640439749946109,-0.03744682177054437,False,0.3882798773933065,False,False,False,Normal,none
COW00440,117,505.6,Ayrshire,Healthy,3.9,28.4,20.27,Early,0,20.756291151960816,85.96371058979352,38.4691366516849,0.05617088607594936,0.05617088607594936,1784.2878055046517,1479.8744747260064,1092.523480907851,0.23140822784810125,-0.042271633891077465,False,0.3689420450042474,False,False,False,Normal,none
COW00441,44,635.7,Ayrshire,Bloat,3.7,23.6,17.05,Mid,1,40.115746523668896,45.323633165140606,60.147907839000204,0.03712442976246657,0.03712442976246657,1818.1913795845335,3617.770817408862,1419.4906250004049,0.06921503854019191,-0.0607726441372648,False,0.29479005188383833,False,True,False,Warning,abnormal yield drop
COW00442,26,598.2,Holstein,Healthy,2.6,14.1,20.57,Mid,0,39.62563713152635,98.0,72.82163409411689,0.023570712136409225,0.023570712136409225,3883.312438889582,5302.990392137447,1026.785040727048,0.043463724506853894,-0.045623258925580945,False,0.3555087420011365,False,False,True,Warning,abnormal feed behaviour
COW00443,64,539.6,Jersey,Healthy,4.2,23.8,20.55,Mid,0,42.0,40.0,61.04,0.04410674573758339,0.04410674573758339,1680.0,3725.8815999999997,1452.752,0.11860637509266123,-0.12236342020959384,False,0.04793440763396971,False,False,False,Normal,none
COW00444,66,599.5,Guernsey,Healthy,2.2,22.7,19.96,Early,0,41.070601164686565,49.79659712779342,62.5375327452888,0.03786488740617181,0.03786488740617181,2045.17617999418,3910.943001868069,1419.6019933180557,0.11009174311926606,-0.11538856813230203,False,0.07588959366808354,False,False,False,Normal,none
COW00445,83,457.1,Guernsey,Mastitis,3.8,25.6,18.8,Early,1,25.0,95.0,46.47,0.05600525049223365,0.05600525049223365,2375.0,2159.4609,1189.632,0.18157952308028877,-0.06929845138946572,False,0.2606186421987148,False,False,False,Normal,none
COW00446,45,552.6,Jersey,Healthy,3.3,14.6,20.19,Early,0,29.025900114011414,69.88391666914401,49.84187193899711,0.02642055736518277,0.02642055736518277,2028.4435848144715,2484.212198383387,727.6913303093578,0.08143322475570032,-0.07591149688152676,False,0.23411357586411735,False,False,True,Warning,abnormal feed behaviour
COW00447,115,561.8,Holstein,Healthy,2.8,14.6,23.81,Early,0,31.913016797479248,95.0,58.56777939558868,0.02598789604841581,0.02598789604841581,3031.7365957605284,3430.184783330342,855.0895791755947,0.2046991812032752,-0.03075840598208479,False,0.4150870276479525,False,False,True,Warning,abnormal feed behaviour
COW00448,68,512.4,Holstein,Mastitis,4.4,20.3,24.01,Mid,1,35.80110249569748,54.74426649589123,56.75675857986144,0.03961748633879782,0.03961748633879782,1959.9050958711794,3221.329644492675,1152.1621991711872,0.1327088212334114,-0.10654794582464899,False,0.11132278114347112,False,False,False,Normal,none
COW00449,42,584.8,Guernsey,Healthy,2.5,26.4,19.18,Early,0,29.62658323629663,86.55036927895776,53.279930608619914,0.04514363885088919,0.04514363885088919,2564.1917195752526,2838.7510056593533,1406.5901680675656,0.07181942544459645,-0.1077317041535068,False,0.10657828134104654,False,False,False,Normal,none
COW00450,115,487.6,Brown Swiss,Healthy,4.8,26.0,19.14,Mid,0,32.03331776874023,54.68818162721375,51.6699950632646,0.05332239540607055,0.05332239540607055,1751.8439002591194,2669.788389837788,1343.4198716448795,0.23584905660377356,-0.07745148100027532,False,0.22794132417302307,False,False,False,Normal,none
COW00451,111,590.8,Brown Swiss,Mastitis,4.7,19.0,20.58,Late,1,23.794014532861276,85.20860589934041,43.43972044772155,0.03215978334461747,0.03215978334461747,2027.4548070937549,1887.0093125761975,825.3546885067094,0.18788083953960732,-0.05946486659645761,False,0.30003162031272695,False,False,False,Normal,none
COW00452,65,594.1,Ayrshire,Mastitis,3.1,17.9,24.24,Early,1,29.024827147441233,95.0,53.51344750802216,0.03012960781013297,0.03012960781013297,2757.358579006917,2863.689064193843,957.8907103935966,0.10940919037199125,-0.10828554313473698,False,0.10435849637906273,False,False,False,Normal,none
COW00453,14,316.6,Holstein,Healthy,2.9,26.3,17.18,Early,0,47.69426159654437,74.92982611415931,79.50274159751953,0.08307012002526848,0.08307012002526848,3573.722728072296,6320.685921521962,2090.9221040147636,0.04421983575489576,0.03901563389148577,True,0.694741168467337,False,True,False,Warning,abnormal yield drop
COW00454,76,645.2,Guernsey,Healthy,2.4,14.5,23.17,Mid,0,35.583339284614844,46.48087476094111,54.71287283075895,0.022473651580905144,0.022473651580905144,1653.9447368642584,2993.4984533948004,793.3366560460047,0.11779293242405454,-0.06468152376922548,False,0.2791232741392345,False,False,True,Warning,abnormal feed behaviour
COW00455,71,306.2,Jersey,Ketosis,4.7,24.0,20.17,Mid,1,36.424028846797654,44.170348650137555,55.26731340587552,0.07838014369693011,0.07838014369693011,1608.8620534057202,3054.475931103268,1326.4155217410125,0.23187459177008493,-0.03461578239154828,False,0.39962667466337376,False,False,False,Normal,none
COW00456,28,500.7,Ayrshire,Healthy,3.9,21.6,18.37,Early,0,28.31572723783353,72.78230813501384,49.180769267734874,0.04313960455362493,0.04313960455362493,2060.8839848910043,2418.748065766175,1062.3046161830734,0.05592170960655083,-0.09636289621581218,False,0.15214442917650928,False,False,False,Normal,none
COW00457,80,632.0,Ayrshire,Healthy,2.1,18.3,26.19,Mid,0,37.75923635773953,79.41464558739125,65.15804385161152,0.028955696202531647,0.028955696202531647,2998.6363730004227,4245.570678568531,1192.392202484491,0.12658227848101267,-0.06137421641218643,False,0.2923789520250828,False,False,False,Normal,none
COW00458,102,524.6,Brown Swiss,Healthy,3.5,23.4,21.25,Mid,0,18.0,80.6010893754382,33.701639217515776,0.04460541364849409,0.04460541364849409,1450.8196087578876,1135.8004859475973,788.6183576898691,0.19443385436523064,-0.0612207034270405,False,0.29299423160533056,False,False,False,Normal,none
COW00459,23,432.7,Jersey,Healthy,2.3,17.9,16.63,Late,0,20.648881768961665,86.44243251741361,38.32079082139698,0.04136815345504968,0.04136815345504968,1784.9395688735208,1468.4830091772633,685.9421557030059,0.053154610584700716,0.012489254299065888,True,0.5884235192756216,False,True,False,Warning,abnormal yield drop
COW00460,90,462.5,Jersey,Ketosis,3.7,24.2,20.13,Late,1,30.31267504040155,95.0,55.76718132070271,0.05232432432432432,0.05232432432432432,2879.7041288381474,3109.9785124561336,1349.5657879610055,0.1945945945945946,-0.09600260397764265,False,0.15358847937758352,False,False,False,Normal,none
COW00461,27,632.2,Holstein,Healthy,3.5,16.7,24.46,Mid,0,41.49044831880956,61.591512541949,66.27777552899745,0.02641569123695033,0.02641569123695033,2555.459467999046,4392.743529072173,1106.8388513342575,0.042708003796267,-0.056107665625102054,False,0.3134872716538795,False,False,False,Normal,none
COW00462,92,396.3,Ayrshire,Healthy,2.2,21.3,18.82,Mid,0,29.41038925284673,73.29947016454675,50.930847194250106,0.053747161241483724,0.053747161241483724,2155.7659495667453,2593.951195924054,1084.8270452375273,0.232147363108756,-0.06128666718334397,False,0.29272984906953803,False,False,False,Normal,none
COW00463,57,640.3,Holstein,Healthy,4.4,23.2,24.99,Mid,0,38.73125315728626,53.6428719256044,60.436985494886656,0.03623301577385601,0.03623301577385601,2077.655652634468,3652.62921570914,1402.1380634813704,0.08902077151335312,-0.08931674262939854,False,0.1803853914435705,False,False,False,Normal,none
COW00464,12,545.6,Brown Swiss,Healthy,2.8,14.6,17.87,Late,0,25.334680945256256,70.25505565410872,44.349910939894,0.026759530791788853,0.026759530791788853,1779.8894197880659,1966.9146003765297,647.5086997224524,0.0219941348973607,-0.02981581952865975,False,0.4188649113029366,False,False,True,Warning,abnormal feed behaviour
COW00465,116,454.6,Brown Swiss,Healthy,3.6,25.0,18.09,Mid,0,18.0,82.24559621482084,33.76084146373355,0.05499340079190497,0.05499340079190497,1480.420731866775,1139.7944163393504,844.0210365933387,0.25516937967443903,0.008181340491943745,True,0.5711574137636339,False,False,False,Warning,model anomaly
COW00466,29,503.4,Guernsey,Ketosis,3.9,27.5,21.59,Mid,1,21.010284410591463,89.56583344912823,39.12878385417721,0.05462852602304331,0.05462852602304331,1881.8036342378505,1531.0617259069188,1076.0415559898731,0.057608263806118394,-0.057529292940594834,False,0.30778939367232816,False,False,False,Normal,none
COW00467,76,468.6,Ayrshire,Mastitis,4.9,31.2,18.63,Early,1,28.458731351642758,82.02467317533075,50.69861352509694,0.06658130601792574,0.06658130601792574,2334.318138103036,2570.349413367142,1581.7967419830245,0.16218523260776782,-0.05657531546340838,False,0.311612932516102,False,False,True,Warning,abnormal feed behaviour
COW00468,31,619.3,Brown Swiss,Healthy,3.5,17.7,23.49,Mid,0,42.0,44.08495526643119,62.16744765353501,0.028580655578879382,0.028580655578879382,1851.5681211901099,3864.791547755015,1100.3638234675695,0.05005651542063621,-0.08230346287038581,False,0.20849459550981797,False,False,False,Normal,none
COW00469,112,608.6,Guernsey,Healthy,4.8,17.8,22.87,Mid,0,35.49431543634859,86.79853416193164,63.10500893932353,0.02924745317121262,0.02924745317121262,3080.854550956281,3982.2421532321027,1123.2691591199589,0.18402891883010186,-0.06854151452533386,False,0.2636524428612087,False,False,False,Normal,none
COW00470,91,412.5,Brown Swiss,Healthy,3.1,19.5,17.91,Late,0,47.48014721054691,64.73452330723148,75.79839337451551,0.04727272727272727,0.04727272727272727,3073.604696231931,5745.396438157797,1478.0686708030526,0.2206060606060606,-0.04011202397914593,False,0.3775977550006956,False,False,False,Normal,none
COW00471,98,517.7,Brown Swiss,Healthy,4.6,30.0,21.07,Early,0,28.398107363765448,62.85767837339591,47.91737119609069,0.057948618891249755,0.057948618891249755,1785.0390990847345,2296.074462343942,1437.5211358827207,0.18929882171141585,-0.08962757474525057,False,0.17913957726317936,False,False,False,Normal,none
COW00472,58,480.9,Holstein,Healthy,2.7,21.3,19.36,Late,0,41.81142979799933,75.5405283526822,70.55588273683273,0.044291952588895823,0.044291952588895823,3158.45749812195,4978.13258877369,1502.8403022945372,0.12060719484300271,-0.1029732596245696,False,0.12565011262368223,False,False,False,Normal,none
COW00473,62,653.5,Jersey,Healthy,4.1,19.4,23.75,Early,0,48.38942438977966,66.4708366493449,77.70459427600676,0.02968630451415455,0.02968630451415455,3216.48552416887,6038.003971598822,1507.469128954531,0.09487375669472073,-0.06488360697020285,False,0.2783133252808087,False,False,False,Normal,none
COW00474,80,442.0,Brown Swiss,Mastitis,2.3,27.3,25.22,Mid,1,42.0,44.347206557926185,62.23982900998762,0.061764705882352944,0.061764705882352944,1862.5826754328998,3873.796315192497,1699.1473319726622,0.18099547511312217,-0.04819189879977498,False,0.3452136411528304,False,False,False,Normal,none
COW00475,96,678.3,Holstein,Bloat,5.0,14.7,22.28,Mid,1,42.0,40.008054789049694,61.04222312177772,0.021671826625386997,0.021671826625386997,1680.3383011400872,3726.153003648894,897.3206798901324,0.14153029632905795,-0.04507965775182876,False,0.35768749386170723,False,False,True,Warning,abnormal feed behaviour
COW00476,103,547.3,Jersey,Healthy,4.9,23.9,22.84,Mid,0,42.80572932913685,71.9812714856342,71.09138860918989,0.04366892015348072,0.04366892015348072,3081.2108239811737,5053.985534382854,1699.0841877596383,0.18819660149826423,-0.0920774528422208,False,0.16932047325885538,False,False,False,Normal,none
COW00477,13,457.0,Brown Swiss,Bloat,3.3,22.1,18.5,Mid,1,18.0,92.17690440272395,34.11836855849806,0.04835886214442013,0.04835886214442013,1659.184279249031,1164.063073093509,754.0159451428073,0.028446389496717725,-4.124691255213975e-08,False,0.5383664604944667,False,False,False,Normal,none
COW00478,83,495.8,Brown Swiss,Healthy,3.6,25.2,21.21,Early,0,18.0,84.40604454548529,33.83861760363747,0.050826946349334406,0.050826946349334406,1519.3088018187352,1145.0520413252038,852.7331636116643,0.1674062121823316,-0.055914891138709955,False,0.31425991121239677,False,False,False,Normal,none
COW00479,23,485.9,Ayrshire,Healthy,3.8,27.2,18.99,Early,0,37.271030786575054,49.91007489365902,57.63177322379146,0.05597859641901626,0.05597859641901626,1860.199937921832,3321.4212849185265,1567.5842316871278,0.04733484256019757,-0.08658651729297184,False,0.19132812633587723,False,False,False,Normal,none
COW00480,43,448.0,Ayrshire,Foot and Mouth,2.8,19.8,17.75,Late,1,35.9822929778653,53.68149962412779,56.77153290608316,0.044196428571428574,0.044196428571428574,1931.583446966532,3223.006948506483,1124.0763515404467,0.09598214285714286,-0.07212037969178559,False,0.2493083620964143,False,False,False,Normal,none
COW00481,101,557.6,Guernsey,Healthy,4.0,25.5,22.51,Early,0,38.4598659925911,40.0,56.79183919110932,0.04573170731707317,0.04573170731707317,1538.3946397036439,3225.3129987088205,1448.1918993732877,0.18113342898134863,-0.10981107571436327,False,0.09824416641306966,False,False,False,Normal,none
COW00482,39,451.8,Holstein,Healthy,4.1,23.4,19.06,Mid,0,32.707037285020085,91.00488722348663,59.225928463210245,0.05179282868525896,0.05179282868525896,2976.5002395376255,3507.7106023292977,1385.8867260391196,0.08632138114209827,-0.09363227853784784,False,0.1630887365725125,False,False,False,Normal,none
COW00483,98,375.6,Brown Swiss,Mastitis,3.6,16.4,17.28,Mid,1,41.401328438841546,55.58513515659368,64.52978765787907,0.04366347177848775,0.04366347177848775,2301.298436935533,4164.093495170961,1058.2885175892166,0.2609158679446219,-0.00707606559526841,False,0.5100057763038691,False,True,False,Warning,abnormal yield drop
COW00484,62,519.6,Guernsey,Healthy,2.4,29.9,23.81,Early,0,36.45932848353848,61.70308885051477,59.17874984085544,0.057544264819091605,0.057544264819091605,2249.6531848498785,3502.1244327265476,1769.4446202415775,0.1193225558121632,-0.09007652900587965,False,0.17734016994419763,False,False,False,Normal,none
COW00485,37,405.8,Brown Swiss,Foot and Mouth,4.8,27.6,19.39,Late,1,36.90762303351251,68.05253327341865,61.24310608074675,0.06801379990142928,0.06801379990142928,2511.6572445309025,3750.7180424175995,1690.3097278286104,0.09117792015771316,-0.05108220360853355,False,0.3336293082194913,False,False,False,Normal,none
COW00486,48,489.8,Brown Swiss,Healthy,2.3,30.6,20.0,Mid,0,36.63278062834646,63.36799208813916,59.794691172221086,0.062474479379338504,0.062474479379338504,2321.345753023596,3575.4050923812943,1829.7175498699653,0.09799918334013882,-0.09447805167627438,False,0.1596988803912828,False,False,True,Warning,abnormal feed behaviour
COW00487,69,477.3,Brown Swiss,Foot and Mouth,3.9,27.0,24.22,Mid,1,41.89723567152916,45.542314968830674,62.440666214472806,0.056568196103079824,0.056568196103079824,1908.097103276109,3898.836797307206,1685.8979877907657,0.14456316781898176,-0.09649266225849412,False,0.15162432726984734,False,False,False,Normal,none
COW00488,94,480.3,Brown Swiss,Healthy,2.3,18.4,16.28,Late,0,33.10521564858199,95.0,60.65412738501848,0.03830938996460545,0.03830938996460545,3144.995486615289,3678.9231688380482,1116.03594388434,0.19571101394961482,-0.06513755100885515,False,0.27729551834180677,False,True,False,Warning,abnormal yield drop
COW00489,77,710.1,Brown Swiss,Healthy,2.4,21.7,26.9,Mid,0,37.05571805203719,78.29954924256285,63.78389955404082,0.03055907618645261,0.03055907618645261,2901.4460203340113,4068.385842319969,1384.1106203226857,0.10843543162934798,-0.008119830676703188,False,0.5058223690137821,False,False,False,Normal,none
COW00490,112,554.5,Holstein,Healthy,2.1,21.0,19.14,Late,0,18.0,89.73674548094263,34.03052283731393,0.03787195671776375,0.03787195671776375,1615.2614186569674,1158.0764845809451,714.6409795835925,0.20198376916140667,-0.03252665252514442,False,0.4079999008504759,False,False,False,Normal,none
COW00491,105,569.6,Brown Swiss,Foot and Mouth,3.1,14.6,22.25,Early,1,37.98850960196553,95.0,69.19989180343967,0.02563202247191011,0.02563202247191011,3608.9084121867254,4788.6250256077565,1010.3184203302192,0.18433988764044942,-0.051867078364349395,False,0.33048353257161106,False,False,True,Warning,abnormal feed behaviour
COW00492,93,407.9,Jersey,Healthy,3.9,21.4,18.54,Early,0,37.4923683312645,98.0,69.0244156296508,0.05246383917626869,0.05246383917626869,3674.252096463921,4764.369953014782,1477.122494474527,0.2279970581024761,-0.05991283256431734,False,0.2982361740681762,False,False,False,Normal,none
COW00493,77,497.7,Guernsey,Foot and Mouth,3.6,20.2,18.86,Mid,1,42.0,53.16471571759375,64.67346153805588,0.040586698814546913,0.040586698814546913,2232.9180601389376,4182.656627314393,1306.4039230687285,0.15471167369901548,-0.11513733999751535,False,0.07689651527260477,False,False,False,Normal,none
COW00494,43,567.2,Ayrshire,Healthy,4.0,14.1,24.61,Early,0,22.272620046876707,82.09217333587696,40.680900932458385,0.024858956276445694,0.024858956276445694,1828.4077855323308,1654.9357006764935,573.6007031476632,0.07581100141043723,-0.0376919930033528,False,0.3872972318335982,False,False,True,Warning,abnormal feed behaviour
COW00495,56,468.0,Brown Swiss,Healthy,4.0,29.2,25.17,Mid,0,40.54929291322283,95.0,73.68126259813995,0.062393162393162394,0.062393162393162394,3852.1828267561687,5428.928458056057,2151.4928678656865,0.11965811965811966,-0.04751134293264736,False,0.34794130701030435,False,False,False,Normal,none
COW00496,24,622.6,Jersey,Healthy,2.4,16.6,20.55,Mid,0,38.08867982529427,56.73671775521015,60.31112327264804,0.02666238355284292,0.02666238355284292,2161.026676916288,3637.431590408548,1001.1646463259575,0.03854802441374879,-0.06965598044872706,False,0.2591856668103488,False,False,False,Normal,none
COW00497,52,453.8,Ayrshire,Healthy,2.2,23.0,21.09,Mid,0,25.699651672705883,95.0,47.69439042723529,0.050683120317320404,0.050683120317320404,2441.466908907059,2274.7548782255535,1096.9709798264116,0.11458792419568091,-0.08173511937034883,False,0.21077251453931836,False,False,False,Normal,none
COW00498,112,527.1,Guernsey,Bloat,3.9,28.1,21.16,Late,1,42.0,51.789391083865006,64.29387193914675,0.053310567254790366,0.053310567254790366,2175.1544255223303,4133.701968927402,1806.657801490024,0.21248339973439573,-0.08566389455181422,False,0.19502599549246297,False,False,False,Normal,none
COW00499,57,503.1,Brown Swiss,Healthy,4.0,24.9,25.3,Early,0,36.313768281070104,86.0424508635251,64.30615793044257,0.049493142516398324,0.049493142516398324,3124.5256229934107,4135.281947775022,1601.2233324680199,0.11329755515802027,-0.08479337674645371,False,0.19851502822393713,False,False,False,Normal,none
COW00500,24,563.1,Holstein,Mastitis,3.7,17.0,15.11,Early,1,20.75912108668562,95.0,39.04846190169984,0.03019001953471852,0.03019001953471852,1972.116503235134,1524.7823768885037,663.8238523288973,0.042621204049014386,0.012846418390942471,True,0.5898550318758131,False,True,False,Warning,abnormal yield drop
COW00501,82,498.8,Holstein,Healthy,2.7,25.1,22.13,Mid,0,20.29175528573355,83.94656749967822,37.579330556441015,0.050320769847634325,0.050320769847634325,1703.4232047807839,1412.2060850702615,943.2411969666696,0.1643945469125902,-0.06515936898490599,False,0.2772080719597717,False,False,False,Normal,none
COW00502,115,528.3,Jersey,Healthy,4.4,27.6,19.11,Mid,0,27.63864669218337,79.2042411149589,48.99648700018115,0.05224304372515617,0.05224304372515617,2189.0980366988533,2400.65573835892,1352.3030412049998,0.21767934885481735,-0.07505557454648148,False,0.23754410999470416,False,False,False,Normal,none
COW00503,105,531.1,Jersey,Healthy,2.2,29.4,15.37,Late,0,28.999374042473296,73.40601841575571,50.316318432181646,0.05535680662775371,0.05535680662775371,2128.728585007183,2531.7319005687023,1479.2997619061402,0.19770288081340612,-0.01023892285899286,False,0.4973290539552145,False,True,False,Warning,abnormal yield drop
COW00504,41,491.2,Guernsey,Bloat,3.9,19.7,19.43,Early,1,37.12839038597477,94.85228596930854,67.66111015390544,0.04010586319218241,0.04010586319218241,3521.7127024706047,4578.025827258926,1332.9238700319372,0.08346905537459283,-0.10933784240228389,False,0.10014088409684534,False,False,False,Normal,none
COW00505,61,588.8,Brown Swiss,Mastitis,2.4,14.6,26.71,Late,1,20.0735786046502,93.13040244947675,37.742689471518304,0.024796195652173916,0.024796195652173916,1869.4604540522791,1424.5106085434586,551.0432662841672,0.10360054347826088,-0.005259001928013207,False,0.5172885619875006,False,False,True,Warning,abnormal feed behaviour
COW00506,69,569.1,Ayrshire,Healthy,4.0,24.9,20.33,Mid,0,42.0,55.79614358318944,65.39973562896029,0.0437532946758039,0.0437532946758039,2343.4380304939564,4277.125420337898,1628.453417161111,0.12124406958355298,-0.127029984069628,False,0.02923083379445392,False,False,False,Normal,none
COW00507,38,542.9,Brown Swiss,Healthy,3.3,18.1,22.81,Late,0,27.934098690257166,89.91866935007083,50.91696040301034,0.03333947319948426,0.03333947319948426,2511.7969837214805,2592.5368566817233,921.5969832944872,0.06999447412046418,-0.09864252932082346,False,0.14300766658514277,False,False,False,Normal,none
COW00508,41,515.6,Ayrshire,Healthy,4.2,28.1,23.62,Early,0,38.736988246834756,85.69629099241655,68.24548686426553,0.05449961210240496,0.05449961210240496,3319.616216970571,4657.446477340639,1917.6981808858616,0.0795190069821567,-0.0834865688896802,False,0.20375271016215102,False,False,False,Normal,none
COW00509,37,613.7,Brown Swiss,Healthy,2.2,26.2,21.61,Mid,0,38.57760600764111,60.297550593105946,61.84058902077211,0.04269186899136385,0.04269186899136385,2326.1351500066476,3824.2584504360398,1620.2234323442292,0.060290043995437505,-0.11144834428675848,False,0.09168199892594386,False,False,False,Normal,none
COW00510,119,531.1,Jersey,Healthy,3.7,27.9,21.11,Mid,0,34.804130930832926,57.330723506044905,55.94114063243355,0.052532479758990766,0.052532479758990766,1995.3460072637677,3129.411215257708,1560.757823644896,0.22406326492186027,-0.08006283036774847,False,0.217475043804806,False,False,False,Normal,none
COW00511,92,525.5,Guernsey,Healthy,2.4,31.4,17.14,Mid,0,25.472464332959003,86.12560871974257,46.31419877340453,0.059752616555661275,0.059752616555661275,2193.8314962680256,2145.0050080224255,1454.265841484902,0.17507136060894388,-0.025098296600752357,False,0.4377727289323901,False,True,True,Warning,"abnormal yield drop, abnormal feed behaviour"
COW00512,102,558.4,Brown Swiss,Mastitis,4.0,24.5,19.87,Early,1,33.907846160185194,70.3034127106262,57.2409585250972,0.043875358166189114,0.043875358166189114,2383.8373027279217,3276.5273328718977,1402.4034838648813,0.1826647564469914,-0.11224215090484024,False,0.0885004244011114,False,False,False,Normal,none
COW00513,100,685.7,Jersey,Ketosis,2.4,30.3,25.5,Mid,1,47.53683756249277,73.6372219435224,78.83051667095151,0.04418842059209567,0.04418842059209567,3500.480658082453,6214.250358609164,2388.564655129831,0.1458363715910748,-0.00025336759761385164,False,0.5373511292469046,False,False,False,Normal,none
COW00514,115,442.8,Brown Swiss,Ketosis,2.2,25.6,20.05,Mid,1,42.0,48.45368920667499,63.3732182210423,0.05781391147244806,0.05781391147244806,2035.0549466803495,4016.164787691848,1622.354386458683,0.25971093044263777,-0.06643594230357064,False,0.27209156995887007,False,False,False,Normal,none
COW00515,23,611.6,Guernsey,Foot and Mouth,4.1,17.3,21.83,Mid,1,39.14542553637575,45.303958861058405,58.92699783409411,0.02828646173969915,0.02828646173969915,1773.442748098592,3472.3910737393317,1019.4370625298282,0.037606278613472856,-0.08520473727184746,False,0.1968662964820966,False,False,False,Normal,none
COW00516,107,398.5,Jersey,Healthy,2.2,28.4,19.95,Mid,0,41.02806850132438,56.02817625099736,64.14167595321783,0.071267252195734,0.071267252195734,2298.7278532301953,4114.154594087602,1821.6235970713863,0.2685069008782936,-0.024698538005416992,False,0.43937496017364036,False,False,False,Normal,none
COW00517,19,567.4,Guernsey,Mastitis,2.7,26.5,25.63,Early,1,18.0,94.27932521460585,34.19405570772581,0.04670426506873458,0.04670426506873458,1697.0278538629052,1169.2334457430559,906.142476254734,0.03348607684173423,0.013063372221361336,True,0.5907245821720724,False,False,False,Warning,model anomaly
COW00518,63,676.0,Ayrshire,Healthy,4.5,31.6,22.09,Late,0,41.30751260057043,85.36675470718228,72.41608035998948,0.04674556213017752,0.04674556213017752,3526.2882957367374,5244.088694704454,2288.348139375668,0.09319526627218935,-0.03712334885280655,False,0.38957635586943057,False,False,True,Warning,abnormal feed behaviour
COW00519,76,589.1,Brown Swiss,Healthy,4.4,18.4,26.27,Mid,0,27.467582372345927,85.03269020130412,49.48578273335388,0.031234085893736205,0.031234085893736205,2335.642422446493,2448.842692732705,910.5384022937113,0.12901035477847564,-0.05649324468331951,False,0.3119418719545195,False,False,False,Normal,none
COW00520,50,563.7,Jersey,Healthy,4.6,20.0,21.85,Mid,0,31.894788313812864,95.0,58.53587954917251,0.035479865176512325,0.035479865176512325,3030.0048898122222,3426.4491945952327,1170.7175909834502,0.08869966294128082,-0.12459427453812655,False,0.03899315023122426,False,False,False,Normal,none
COW00521,27,505.2,Brown Swiss,Healthy,3.0,28.8,24.09,Late,0,42.0,51.5480527024388,64.22726254587312,0.057007125890736345,0.057007125890736345,2165.0182135024297,4125.141254136515,1849.7451613211458,0.053444180522565325,-0.06690742285814016,False,0.27020187732189366,False,False,False,Normal,none
COW00522,32,552.5,Ayrshire,Ketosis,3.6,15.1,17.62,Mid,1,51.54091830324204,70.42666132450381,83.78984338882856,0.02733031674208145,0.02733031674208145,3629.8547976963464,7020.7378551244165,1265.2266351713113,0.0579185520361991,-0.02491103283550189,False,0.4385232815372359,True,False,True,Warning,"extreme heat stress, abnormal feed behaviour"
COW00523,101,529.8,Holstein,Foot and Mouth,4.3,25.4,21.8,Early,1,25.51484361789397,81.29933202894877,45.84816851172521,0.04794261985654964,0.04794261985654964,2074.3397429578663,2102.054555879551,1164.5434801978204,0.1906379765949415,-0.09713025884589938,False,0.14906884207559348,False,False,False,Normal,none
COW00524,46,487.1,Ayrshire,Healthy,2.4,23.6,19.48,Mid,0,35.747415772340375,54.065534829405436,56.53952712744498,0.048450010264832685,0.048450010264832685,1932.7031525007058,3196.7181277950863,1334.3328402077016,0.09443646068569082,-0.11308562270727823,False,0.08511979196756471,False,False,False,Normal,none
COW00525,45,526.8,Brown Swiss,Healthy,4.2,17.0,21.26,Late,0,38.621520592516674,48.73781672405866,59.102256788174245,0.032270311313591496,0.032270311313591496,1882.328592242535,3493.0767574552888,1004.7383653989622,0.08542141230068338,-0.1152291228385125,False,0.07652864992343583,False,False,False,Normal,none
COW00526,111,565.9,Ayrshire,Mastitis,2.3,17.0,24.57,Early,1,37.72767169360597,95.0,68.74342546381044,0.03004064322318431,0.03004064322318431,3584.1288108925673,4725.658544498461,1168.6382328847774,0.19614772928079166,-0.05071622064846815,False,0.3350961668167157,False,False,False,Normal,none
COW00527,27,488.6,Guernsey,Healthy,4.7,28.6,20.61,Mid,0,31.197729855732444,75.85985580189408,54.1009175311363,0.05853458862054851,0.05853458862054851,2366.6552882023093,2926.909277710811,1547.2862413904982,0.05525992632009824,-0.08659388365417547,False,0.19129860198244866,False,False,False,Normal,none
COW00528,110,485.5,Guernsey,Foot and Mouth,3.9,14.3,23.63,Early,1,18.0,95.0,34.22,0.02945417095777549,0.02945417095777549,1710.0,1171.0084,489.346,0.22657054582904224,0.00864177777543429,True,0.5730028450035202,False,False,True,Warning,abnormal feed behaviour
COW00529,111,441.2,Ayrshire,Ketosis,3.5,27.4,18.34,Late,1,37.272296781269596,45.436727267102796,56.610260533243476,0.06210335448776065,0.06210335448776065,1693.5311834690601,3204.7215976417037,1551.1211386108712,0.2515865820489574,-0.054294975741137286,False,0.32075252722730907,False,False,False,Normal,none
