Cattle_ID,age,weight,Breed,Disease_Status,Body_Condition,feed,milk_output,Lactation_Stage,health_status,temperature,humidity,thi,feed_weight_ratio,feed_per_weight,temp_humidity,thi_squared,feed_thi_interaction,age_weight_ratio
COW00339,114,514.6,Ayrshire,Healthy,4.1,20.3,22.12,Mid,0,26.436974439847006,79.33877957062322,47.09956816968008,0.0394481150408084,0.0394481150408084,2097.4772875972217,2218.3693217703412,956.1212338445057,0.22153128643606684
COW00340,80,546.8,Jersey,Mastitis,3.8,30.1,21.07,Early,1,38.276746860338,69.39065179806967,63.58962776283408,0.055047549378200444,0.055047549378200444,2656.0484133485706,4043.6407590157983,1914.0477956613058,0.1463057790782736
COW00341,43,585.4,Guernsey,Ketosis,3.5,26.7,21.75,Early,1,29.690171162316595,90.38490442262093,53.97214352096828,0.04560983942603348,0.04560983942603348,2683.543282797242,2912.9922762479982,1441.0562320098531,0.07345404851383669
COW00342,79,525.6,Guernsey,Healthy,2.4,15.1,25.86,Late,0,18.0,87.67040250188313,33.95613449006779,0.028729071537290714,0.028729071537290714,1578.0672450338964,1153.0190695075712,512.7376308000236,0.15030441400304415
COW00343,67,517.2,Guernsey,Healthy,4.1,30.1,21.68,Early,0,28.086958946725026,84.17637100578177,50.39075249978432,0.05819798917246713,0.05819798917246713,2364.2582767236877,2539.2279374945197,1516.761650243508,0.12954369682907965
COW00344,109,557.4,Holstein,Healthy,3.9,21.5,21.57,Late,0,18.0,95.0,34.22,0.03857194115536419,0.03857194115536419,1710.0,1171.0084,735.73,0.19555077143882313
COW00345,39,396.3,Holstein,Healthy,3.0,19.4,19.37,Mid,0,18.5320589645278,94.47183389121146,35.12927905287785,0.04895281352510724,0.04895281352510724,1750.7575961590064,1234.0662467749623,681.5080136258302,0.0984102952308857
COW00346,119,588.2,Jersey,Mastitis,3.1,26.1,20.95,Mid,1,40.40812054732512,86.88486097328786,71.32361581716864,0.044372662359741584,0.044372662359741584,3510.8539359461993,5087.058173235069,1861.5463728281018,0.20231213872832368
COW00347,113,550.0,Holstein,Healthy,2.7,26.9,20.17,Early,0,42.0,48.88536387881358,63.492360430552544,0.04890909090909091,0.04890909090909091,2053.1852829101704,4031.2798330431947,1707.9444955818633,0.20545454545454545
COW00348,31,553.2,Jersey,Bloat,4.9,19.5,21.16,Mid,1,27.714534163788837,94.72862688250616,51.18430272019041,0.03524945770065076,0.03524945770065076,2625.3597660240225,2619.8328449520914,998.093903043713,0.05603759942154735
COW00349,29,626.9,Guernsey,Healthy,4.6,20.3,20.16,Late,0,35.60174979165842,58.863187928520695,57.36142565732538,0.03238156005742543,0.03238156005742543,2095.632488570562,3290.333153440866,1164.436940843705,0.04625937151060775
COW00350,69,393.8,Brown Swiss,Healthy,3.7,16.8,19.5,Mid,0,34.91222935719225,93.24172723809143,63.45574043343871,0.04266124936515998,0.04266124936515998,3255.276566997008,4026.6309939559487,1066.0564392817705,0.17521584560690706
COW00351,16,392.1,Jersey,Healthy,3.2,24.7,15.88,Mid,0,45.4844667815445,67.82687465882162,73.87119574751682,0.06299413414945167,0.06299413414945167,3085.0692273151544,5456.953561167948,1824.6185349636655,0.0408059168579444
COW00352,44,571.9,Holstein,Healthy,4.2,31.2,21.68,Mid,0,36.94117818600963,86.54686417290107,65.46162541642506,0.05455499213149152,0.05455499213149152,3197.143130851511,4285.224402160348,2042.402712992462,0.07693652736492394
COW00353,58,549.4,Jersey,Foot and Mouth,3.6,21.5,23.01,Mid,1,29.37626006601942,95.0,54.12845511553398,0.0391336002912268,0.0391336002912268,2790.7447062718447,2929.889653194377,1163.7617849839805,0.10556971241354204
COW00354,116,563.6,Brown Swiss,Mastitis,4.9,31.9,20.79,Early,1,36.71043486526876,57.09854242203353,58.50728100830065,0.056600425833924765,0.056600425833924765,2096.112322485847,3423.101930984258,1866.3822641647907,0.20581973030518097
COW00355,119,513.0,Guernsey,Healthy,2.2,17.2,15.57,Mid,0,35.45101341482691,89.06332146303389,63.50954248073521,0.03352826510721248,0.03352826510721248,3157.3850039550557,4033.4619861123106,1092.3641306686457,0.23196881091617932
COW00356,28,603.1,Jersey,Healthy,2.1,28.3,22.56,Mid,0,18.0,84.26918717735467,33.83369073838477,0.04692422483833527,0.04692422483833527,1516.845369192384,1144.7186289806632,957.4934478962889,0.04642679489305256
COW00357,108,624.6,Jersey,Mastitis,3.7,30.7,22.6,Mid,1,20.261436662129505,85.17658155935224,37.60172070877211,0.049151456932436756,0.049151456932436756,1725.7999123615234,1413.8894002605016,1154.3728257593039,0.17291066282420747
COW00358,21,588.7,Brown Swiss,Mastitis,2.6,26.4,18.04,Mid,1,32.5642870934703,75.33268163490257,56.13507424214992,0.04484457278749787,0.04484457278749787,2453.1550722799648,3151.146560171683,1481.9659599927577,0.0356718192627824
COW00359,92,529.1,Holstein,Healthy,3.8,16.0,23.41,Mid,0,30.390014162373905,95.0,55.90252478415433,0.03024003024003024,0.03024003024003024,2887.051345425521,3125.092277242989,894.4403965464693,0.17388017388017388
COW00360,103,381.4,Jersey,Healthy,4.3,19.9,16.02,Late,0,28.339487141913274,73.357027220016,49.29718309055457,0.05217619297325642,0.05217619297325642,2078.9005296706255,2430.2122606636594,981.0139435020359,0.27005768222338755
COW00361,108,611.5,Holstein,Healthy,2.4,15.5,24.76,Mid,0,50.83093825829105,70.59546198910266,82.78333977703815,0.025347506132461162,0.025347506132461162,3588.4335696836097,6853.081344640547,1283.1417665440913,0.17661488143908421
COW00362,36,647.7,Brown Swiss,Healthy,3.3,24.8,21.86,Mid,0,40.309732699448546,41.50409280489983,59.401385664639434,0.038289331480623745,0.038289331480623745,1673.0188868986177,3528.524618879231,1473.154364483058,0.0555812876331635
COW00363,108,601.6,Brown Swiss,Healthy,4.1,32.0,16.36,Late,0,45.18173899348995,66.4727234430895,73.00685142690818,0.05319148936170213,0.05319148936170213,3003.3532407921107,5330.000355270646,2336.219245661062,0.17952127659574468
COW00364,24,479.6,Brown Swiss,Healthy,4.5,20.7,19.83,Early,0,21.97700038166273,86.58703970724925,40.54230063441892,0.04316096747289407,0.04316096747289407,1902.9234046932627,1643.678140731605,839.2256231324717,0.0500417014178482
COW00365,68,603.9,Guernsey,Healthy,3.5,16.9,21.36,Mid,0,42.16134984795265,80.61464990204794,72.50879486637186,0.02798476568968372,0.02798476568968372,3398.8224573904654,5257.525332973594,1225.3986332416844,0.11260142407683392
COW00366,62,618.8,Jersey,Healthy,2.6,18.8,21.07,Mid,0,34.98048185369744,98.0,64.55325769958145,0.030381383322559796,0.030381383322559796,3428.0872216623493,4167.123079628572,1213.6012447521314,0.10019392372333549
COW00367,46,674.7,Ayrshire,Healthy,3.8,24.3,20.87,Mid,0,23.346676591242986,95.0,43.576684034675225,0.03601600711427301,0.03601600711427301,2217.9342761680837,1898.9273914579187,1058.913422042608,0.06817844968133985
COW00368,14,479.9,Ayrshire,Bloat,3.4,24.2,18.46,Late,1,49.0,62.16351376901992,77.10857576408088,0.05042717232756824,0.05042717232756824,3046.0121746819764,5945.732456365002,1866.0275334907574,0.029172744321733696
COW00369,95,531.9,Holstein,Healthy,4.3,18.1,20.26,Mid,0,27.580842186824675,79.18519074869639,48.901948777381506,0.034028952810678706,0.034028952810678706,2183.9942495734044,2391.4005942256445,885.1252728706053,0.17860500094002632
COW00370,48,609.8,Ayrshire,Healthy,3.7,27.5,17.36,Mid,0,30.361434019262408,95.0,55.85250953370921,0.04509675303378157,0.04509675303378157,2884.3362318299287,3119.5028212130783,1535.9440121770033,0.0787143325680551
COW00371,83,554.6,Holstein,Healthy,2.8,15.6,25.03,Mid,0,42.0,51.627438006691854,64.24917288984696,0.0281283808150018,0.0281283808150018,2168.3523962810577,4127.956217029446,1002.2870970816125,0.14965741074648395
COW00372,56,460.6,Jersey,Healthy,4.3,25.2,19.83,Early,0,40.8852290908291,63.50897289430792,65.92868023695328,0.054711246200607896,0.054711246200607896,2596.578906107035,4346.590877786434,1661.4027419712227,0.121580547112462
COW00373,52,583.2,Brown Swiss,Foot and Mouth,3.6,21.7,19.98,Late,1,42.0,40.0,61.04,0.037208504801097386,0.037208504801097386,1680.0,3725.8815999999997,1324.568,0.08916323731138545
COW00374,107,596.3,Holstein,Healthy,2.5,16.3,19.17,Early,0,49.0,65.02679698537158,78.09927175693858,0.027335233942646323,0.027335233942646323,3186.313052283207,6099.496248964144,1273.0181296380988,0.17943987925540836
COW00375,22,557.0,Jersey,Healthy,3.7,25.4,22.13,Mid,0,43.82122828850706,75.47212566859835,73.6618090179529,0.04560143626570915,0.04560143626570915,3307.281248342542,5426.062107797368,1871.0099490560037,0.03949730700179533
COW00376,91,567.6,Holstein,Bloat,4.8,26.1,18.7,Mid,1,25.649420352989104,67.41233096687249,44.50303276260301,0.0459830866807611,0.0459830866807611,1729.087213944137,1980.5199250693172,1161.5291551039386,0.16032417195207893
COW00377,92,529.3,Brown Swiss,Foot and Mouth,4.1,21.9,21.81,Early,1,33.789129679489584,62.53269376122791,55.55584882903424,0.041375401473644435,0.041375401473644435,2112.925298705939,3086.452339114505,1216.6730893558497,0.1738144719440771
COW00378,53,668.3,Ayrshire,Foot and Mouth,2.9,28.4,21.4,Early,1,47.37013377298335,78.10657204299147,80.04794830645258,0.0424958850815502,0.0424958850815502,3699.9187662256677,6407.674028072505,2273.3617319032533,0.07930570103247045
COW00379,40,477.9,Ayrshire,Healthy,4.1,23.2,18.82,Mid,0,19.965331449715027,89.79040871944382,37.36939901506289,0.04854572086210504,0.04854572086210504,1792.695271089078,1396.4719827469833,866.970057149459,0.08369951872776732
COW00380,12,503.0,Jersey,Healthy,2.8,19.1,16.17,Early,0,35.08472428808757,95.0,64.11826750415324,0.03797216699801193,0.03797216699801193,3333.048807368319,4111.152227734153,1224.658909329327,0.02385685884691849
COW00381,113,550.9,Brown Swiss,Mastitis,3.6,31.2,19.72,Late,1,30.244271435285185,86.65782481246237,54.3257181314286,0.05663459793065892,0.05663459793065892,2620.9027756195032,2951.2836504954303,1694.9624057005724,0.20511889635142494
COW00382,114,620.3,Brown Swiss,Healthy,3.6,31.0,22.09,Late,0,23.184602555361437,95.0,43.29305447188251,0.04997581815250685,0.04997581815250685,2202.5372427593366,1874.2885655053865,1342.084688628358,0.18378204094792844
COW00383,38,430.2,Brown Swiss,Mastitis,2.7,15.7,20.07,Early,1,52.0,98.0,94.84800000000001,0.036494653649465365,0.036494653649465365,5096.0,8996.143104000002,1489.1136000000001,0.08833100883310088
COW00384,15,445.2,Guernsey,Mastitis,3.0,31.0,16.47,Late,1,36.761258341291786,48.88282920953961,56.73982239711102,0.06963162623539983,0.06963162623539983,1796.9943130251297,3219.4074456557014,1758.9344943104416,0.03369272237196765
COW00385,25,387.0,Ayrshire,Healthy,4.8,28.0,18.1,Mid,0,40.699728562294666,81.82586969639372,70.4797644737242,0.07235142118863049,0.07235142118863049,3330.2906860169173,4967.397200271636,1973.4334052642776,0.06459948320413436
COW00386,19,552.6,Brown Swiss,Healthy,2.8,15.9,22.19,Early,0,22.942500265776363,94.91195268895851,42.86185402332891,0.028773072747014114,0.028773072747014114,2177.5174997917843,1837.1385303171567,681.5034789709297,0.03438291711907347
COW00387,101,460.5,Holstein,Healthy,4.4,23.3,16.35,Mid,0,23.12103928377107,65.9104749633969,40.644909840694794,0.05059717698154181,0.05059717698154181,1523.9186808407092,1652.0086959582086,947.0263992881887,0.21932681867535286
COW00388,108,519.2,Ayrshire,Healthy,4.0,14.6,21.02,Late,0,37.57805059670146,51.078511966925134,58.30144382509729,0.028120184899845913,0.028120184899845913,1919.4309070973336,3399.0583520909745,851.2010798464204,0.20801232665639444
COW00389,28,602.9,Ayrshire,Mastitis,3.6,24.6,18.71,Mid,1,22.980498345986266,85.87105129993128,42.15256281326063,0.04080278653176315,0.04080278653176315,1973.3595523661727,1776.838551725883,1036.9530452062115,0.046442196052413336
COW00390,92,498.7,Jersey,Mastitis,2.4,30.8,18.48,Early,1,25.34291328304668,81.1726024332209,45.55697812029695,0.06176057750150391,0.06176057750150391,2057.150224424341,2075.438255453215,1403.154926105146,0.1844796470824143
COW00391,31,568.5,Brown Swiss,Healthy,2.6,20.6,21.47,Mid,0,41.4179309945055,53.92634907038363,64.10412857529681,0.03623570800351803,0.03623570800351803,2233.5178045827647,4109.3393003981855,1320.5450486511145,0.05452946350043975
COW00392,51,526.1,Ayrshire,Mastitis,2.5,23.2,19.73,Mid,1,26.364940702385418,94.4712558935623,48.795382310371856,0.04409808021288728,0.04409808021288728,2490.729059713649,2380.9893348153505,1132.052869600627,0.09693974529557119
COW00393,76,603.8,Brown Swiss,Healthy,3.8,18.1,19.4,Mid,0,30.014681200801224,95.0,55.24569210140214,0.02997681351440875,0.02997681351440875,2851.394714076116,3052.086495762927,999.9470270353788,0.12586949320967208
COW00394,89,588.0,Brown Swiss,Mastitis,4.9,23.7,25.53,Mid,1,32.22641984817364,63.1886581148003,53.445411370510264,0.04030612244897959,0.04030612244897959,2036.3442260502588,2856.411996563068,1266.6562494810933,0.15136054421768708
COW00395,106,494.6,Ayrshire,Healthy,4.6,28.4,23.1,Late,0,39.23596540840794,85.36370850139373,68.98967344146669,0.05742013748483622,0.05742013748483622,3349.3275138941035,4759.575041560214,1959.306725737654,0.21431459765467042
COW00396,16,536.5,Ayrshire,Mastitis,2.1,17.9,14.76,Mid,1,20.805674439325358,88.51451228395825,38.7144910399273,0.03336439888164026,0.03336439888164026,1841.6041257357006,1498.8118164806115,692.9893896146987,0.02982292637465051
COW00397,33,633.5,Brown Swiss,Mastitis,2.8,24.0,18.01,Early,1,41.62132195444906,55.02345308285787,64.6751688776992,0.037884767166535126,0.037884767166535126,2290.14885580715,4182.877469358912,1552.204053064781,0.05209155485398579
COW00398,42,581.5,Holstein,Healthy,2.5,20.4,22.94,Late,0,33.8771294547162,62.82278511660506,55.7377787479923,0.035081685296646604,0.035081685296646604,2128.2556241010475,3106.6999797601425,1137.050686459043,0.07222699914015478
COW00399,45,438.2,Brown Swiss,Healthy,4.9,27.5,19.13,Mid,0,29.372605786381556,58.2089849194272,48.61348647334537,0.06275673208580557,0.06275673208580557,1709.7495672637642,2363.2710670941333,1336.8708780169977,0.1026928343222273
COW00400,119,602.4,Guernsey,Foot and Mouth,2.7,26.6,25.42,Mid,1,40.23779194611631,40.0,58.92535033533957,0.04415670650730412,0.04415670650730412,1609.5116778446525,3472.1969121425036,1567.4143189200327,0.19754316069057107
COW00401,95,463.2,Jersey,Healthy,2.6,26.6,22.19,Mid,0,33.073275759938966,86.5683979839098,59.0237762844481,0.057426597582038004,0.057426597582038004,2863.1004986179933,3483.8061668765777,1570.0324491663196,0.20509499136442141
COW00402,46,663.0,Brown Swiss,Mastitis,3.9,20.8,23.33,Mid,1,19.763992365190347,78.0618956815148,36.398428016631584,0.03137254901960784,0.03137254901960784,1542.8147102617438,1324.845562081911,757.087302745937,0.0693815987933635
COW00403,116,631.9,Guernsey,Ketosis,3.7,24.8,19.58,Early,1,37.374426122275814,55.690132664943164,59.09402928432541,0.03924671625257161,0.03924671625257161,2081.3867490256575,3492.104297056709,1465.53192625127,0.1835733502136414
COW00404,65,573.2,Holstein,Foot and Mouth,2.7,25.7,23.19,Mid,1,32.46276237594991,59.73637888025866,53.160250069898176,0.04483600837404047,0.04483600837404047,1939.2078727895496,2826.012187494109,1366.218426796383,0.11339846475924632
COW00405,66,562.6,Brown Swiss,Healthy,4.0,26.3,18.66,Late,0,27.530541139304727,95.0,50.898446993783274,0.04674724493423391,0.04674724493423391,2615.401408233949,2590.6519063789656,1338.6291559365002,0.1173124777817277
COW00406,58,533.3,Guernsey,Healthy,2.3,24.4,24.62,Late,0,36.87168460131901,46.178900930821065,56.27452465058489,0.04575285955372211,0.04575285955372211,1702.6938703567912,3166.8221246492863,1373.0984014742712,0.10875679729983125
COW00407,27,604.3,Jersey,Ketosis,2.1,29.6,22.1,Mid,1,27.925648266948524,95.0,51.58988446715992,0.04898229356279994,0.04898229356279994,2652.93658536011,2661.5161793349084,1527.0605802279338,0.04467979480390535
COW00408,112,520.3,Brown Swiss,Healthy,2.2,18.5,18.87,Early,0,40.18758848709126,48.79840696054344,61.13400316491405,0.035556409763597925,0.035556409763597925,1961.0902977559297,3737.366342967721,1130.97905855091,0.2152604266769172
COW00409,13,568.8,Guernsey,Healthy,3.1,15.0,21.79,Mid,0,43.20190788007891,89.3573050122492,76.69813497781229,0.026371308016877638,0.026371308016877638,3860.4060595513038,5882.603909074713,1150.4720246671843,0.022855133614627286
COW00410,30,619.8,Holstein,Healthy,4.9,31.3,26.99,Mid,0,31.226804274019983,95.0,57.36690747953497,0.05050016134236851,0.05050016134236851,2966.546406031898,3290.9620737655255,1795.5842041094447,0.048402710551790906
COW00411,36,505.1,Guernsey,Mastitis,3.6,15.1,19.75,Mid,1,25.052841485633166,95.0,46.56247259985804,0.02989507028311225,0.02989507028311225,2380.019941135151,2168.0638546125306,703.0933362578564,0.07127301524450604
COW00412,42,500.7,Jersey,Healthy,4.3,30.3,21.86,Mid,0,36.31505678681573,62.79051738392719,59.212622970875636,0.06051527860994608,0.06051527860994608,2280.2412044708562,3506.134719091069,1794.1424760175319,0.08388256440982625
COW00413,26,454.5,Jersey,Healthy,3.0,25.0,18.12,Mid,0,25.46007235428023,82.88849338661457,45.93558522535654,0.05500550055005501,0.05500550055005501,2110.347038960485,2110.077989995994,1148.3896306339136,0.05720572057205721
COW00414,13,464.8,Guernsey,Healthy,4.2,30.5,18.75,Early,0,33.689762444274955,62.10396416596481,55.33151711151222,0.06561962134251291,0.06561962134251291,2092.267799599119,3061.5767858615695,1687.6112719011228,0.027969018932874352
COW00415,85,403.7,Holstein,Mastitis,4.9,24.2,16.26,Mid,1,42.0,49.38511993087983,63.630293100922835,0.05994550408719346,0.05994550408719346,2074.175037096953,4048.814200109348,1539.8530930423326,0.21055239038890267
COW00416,116,608.4,Holstein,Healthy,3.1,28.8,21.85,Mid,0,36.899598309826295,50.33911037916524,57.24577627591329,0.04733727810650888,0.04733727810650888,1857.492952265205,3277.078901431917,1648.6783567463028,0.190664036817883
COW00417,25,694.7,Brown Swiss,Foot and Mouth,5.0,27.0,22.13,Mid,1,27.747220301863376,95.0,51.27763552826091,0.03886569742334821,0.03886569742334821,2635.9859286770206,2629.3959053691656,1384.4961592630445,0.03598675687347056
COW00418,44,664.0,Ayrshire,Mastitis,3.9,23.5,27.02,Early,1,49.0,59.753706684424614,76.27478251281093,0.035391566265060244,0.035391566265060244,2927.931627536806,5817.842447376608,1792.457389051057,0.06626506024096386
COW00419,66,419.9,Holstein,Ketosis,4.2,20.5,15.65,Late,1,27.926696965152246,91.63599810575005,51.13668134687926,0.048821147892355324,0.048821147892355324,2559.0907501985466,2614.960179172269,1048.3019676110248,0.15718028101929032
COW00420,112,608.0,Guernsey,Bloat,2.8,14.1,21.28,Mid,1,19.802255966850847,82.31607368772387,36.68872977595308,0.02319078947368421,0.02319078947368421,1630.043961350464,1346.062892572906,517.3110898409384,0.18421052631578946
COW00421,86,663.8,Holstein,Healthy,3.9,18.5,26.37,Mid,0,32.59741236714239,71.88022524733285,55.558270892401865,0.027869840313347397,0.027869840313347397,2343.1093434303884,3086.721464553508,1027.8280115094344,0.129557095510696
COW00422,94,513.5,Brown Swiss,Mastitis,3.5,31.1,20.66,Mid,1,30.45693534943036,83.6163661104409,54.19177412744078,0.06056475170399221,0.06056475170399221,2546.698256779998,2936.74838307956,1685.3641753634083,0.1830574488802337
COW00423,74,558.1,Brown Swiss,Healthy,4.9,19.0,21.45,Mid,0,32.779811906914766,65.32662419279478,54.63076017730457,0.03404407812220032,0.03404407812220032,2141.3944535535206,2984.5199575501674,1037.984443368787,0.13259272531804336
COW00424,57,389.4,Brown Swiss,Ketosis,4.7,27.5,17.53,Mid,1,29.95786447904635,95.0,55.14626283833111,0.07062146892655367,0.07062146892655367,2845.9971255094033,3041.110305034299,1516.5222280541057,0.14637904468412943
COW00425,33,571.3,Holstein,Healthy,3.2,23.2,18.62,Mid,0,18.0,95.0,34.22,0.04060913705583757,0.04060913705583757,1710.0,1171.0084,793.904,0.057762996674251714
COW00426,105,464.9,Guernsey,Mastitis,4.8,19.6,15.9,Mid,1,49.0,58.51313809479176,75.84554578079795,0.042159604215960426,0.042159604215960426,2867.1437666447964,5752.546814787118,1486.5726973036399,0.22585502258550227
COW00427,98,566.0,Jersey,Foot and Mouth,4.7,31.8,20.26,Mid,1,22.271261500734784,91.80009467330716,41.44283471024593,0.05618374558303887,0.05618374558303887,2044.5039142614341,1717.508548820765,1317.8821437858207,0.17314487632508835
COW00428,14,425.1,Guernsey,Healthy,3.8,14.8,15.65,Early,0,28.222865441109942,70.83686543652966,48.769976944879566,0.034815337567631145,0.034815337567631145,1999.2193214851884,2378.5106512040843,721.7956587842176,0.03293342742884027
COW00429,89,593.4,Guernsey,Foot and Mouth,2.2,24.5,22.58,Late,1,21.59551319670186,86.82953061033358,39.92424089106232,0.04128749578699023,0.04128749578699023,1875.1282741588868,1593.9450107275725,978.1439018310268,0.14998314796090328
COW00430,21,632.0,Brown Swiss,Healthy,2.5,22.3,19.07,Mid,0,30.681695883805126,95.0,56.41296779665897,0.03528481012658228,0.03528481012658228,2914.761108961487,3182.422935626882,1258.009181865495,0.03322784810126582
COW00431,91,487.3,Jersey,Healthy,2.2,15.4,19.79,Early,0,21.961099517491196,86.14740180454201,40.48257039616738,0.03160270880361174,0.03160270880361174,1891.8916642028478,1638.8385058806477,623.4315841009777,0.18674327929406936
COW00432,101,459.0,Guernsey,Healthy,2.3,17.9,19.36,Mid,0,25.0,95.0,46.47,0.038997821350762525,0.038997821350762525,2375.0,2159.4609,831.8129999999999,0.22004357298474944
COW00433,26,377.5,Ayrshire,Healthy,4.9,26.5,18.15,Early,0,22.098574325318634,95.0,41.39250506930761,0.07019867549668875,0.07019867549668875,2099.36456090527,1713.339475912656,1096.9013843366517,0.06887417218543046
COW00434,58,528.7,Ayrshire,Healthy,2.6,15.9,19.98,Late,0,40.04630397000673,73.98316070926899,67.41098945812311,0.03007376584074144,0.03007376584074144,2962.7521424252445,4544.241499723185,1071.8347323841574,0.10970304520522034
COW00435,25,503.5,Ayrshire,Bloat,4.1,28.4,17.08,Mid,1,49.0,58.84923331949622,75.96183472854568,0.056405163853028795,0.056405163853028795,2883.612432655315,5770.200335326889,2157.3161062906975,0.04965243296921549
COW00436,73,425.9,Jersey,Healthy,3.9,25.3,20.5,Early,0,39.2071820856148,61.61651806676993,63.0510675001312,0.05940361587227049,0.05940361587227049,2415.810043325422,3975.4371129061005,1595.1920077533193,0.17140173749706505
COW00437,112,586.2,Brown Swiss,Healthy,3.9,15.8,24.39,Early,0,37.127083255196496,89.87352507702101,66.52729747279167,0.026953258273626747,0.026953258273626747,3336.7418479725493,4425.881309033313,1051.1313000701084,0.19106107130672123
COW00438,20,514.0,Jersey,Foot and Mouth,2.6,19.2,19.89,Early,1,25.0,95.0,46.47,0.03735408560311284,0.03735408560311284,2375.0,2159.4609,892.2239999999999,0.038910505836575876
COW00439,54,463.9,Ayrshire,Mastitis,3.7,16.5,18.9,Early,1,18.894964747781046,80.83579872493274,35.1495124544978,0.03556801034705756,0.03556801034705756,1527.3895672663282,1235.4882257888962,579.9669554992138,0.11640439749946109
COW00440,117,505.6,Ayrshire,Healthy,3.9,28.4,20.27,Early,0,20.756291151960816,85.96371058979352,38.4691366516849,0.05617088607594936,0.05617088607594936,1784.2878055046517,1479.8744747260064,1092.523480907851,0.23140822784810125
COW00441,44,635.7,Ayrshire,Bloat,3.7,23.6,17.05,Mid,1,40.115746523668896,45.323633165140606,60.147907839000204,0.03712442976246657,0.03712442976246657,1818.1913795845335,3617.770817408862,1419.4906250004049,0.06921503854019191
COW00442,26,598.2,Holstein,Healthy,2.6,14.1,20.57,Mid,0,39.62563713152635,98.0,72.82163409411689,0.023570712136409225,0.023570712136409225,3883.312438889582,5302.990392137447,1026.785040727048,0.043463724506853894
COW00443,64,539.6,Jersey,Healthy,4.2,23.8,20.55,Mid,0,42.0,40.0,61.04,0.04410674573758339,0.04410674573758339,1680.0,3725.8815999999997,1452.752,0.11860637509266123
COW00444,66,599.5,Guernsey,Healthy,2.2,22.7,19.96,Early,0,41.070601164686565,49.79659712779342,62.5375327452888,0.03786488740617181,0.03786488740617181,2045.17617999418,3910.943001868069,1419.6019933180557,0.11009174311926606
COW00445,83,457.1,Guernsey,Mastitis,3.8,25.6,18.8,Early,1,25.0,95.0,46.47,0.05600525049223365,0.05600525049223365,2375.0,2159.4609,1189.632,0.18157952308028877
COW00446,45,552.6,Jersey,Healthy,3.3,14.6,20.19,Early,0,29.025900114011414,69.88391666914401,49.84187193899711,0.02642055736518277,0.02642055736518277,2028.4435848144715,2484.212198383387,727.6913303093578,0.08143322475570032
COW00447,115,561.8,Holstein,Healthy,2.8,14.6,23.81,Early,0,31.913016797479248,95.0,58.56777939558868,0.02598789604841581,0.02598789604841581,3031.7365957605284,3430.184783330342,855.0895791755947,0.2046991812032752
COW00448,68,512.4,Holstein,Mastitis,4.4,20.3,24.01,Mid,1,35.80110249569748,54.74426649589123,56.75675857986144,0.03961748633879782,0.03961748633879782,1959.9050958711794,3221.329644492675,1152.1621991711872,0.1327088212334114
COW00449,42,584.8,Guernsey,Healthy,2.5,26.4,19.18,Early,0,29.62658323629663,86.55036927895776,53.279930608619914,0.04514363885088919,0.04514363885088919,2564.1917195752526,2838.7510056593533,1406.5901680675656,0.07181942544459645
COW00450,115,487.6,Brown Swiss,Healthy,4.8,26.0,19.14,Mid,0,32.03331776874023,54.68818162721375,51.6699950632646,0.05332239540607055,0.05332239540607055,1751.8439002591194,2669.788389837788,1343.4198716448795,0.23584905660377356
COW00451,111,590.8,Brown Swiss,Mastitis,4.7,19.0,20.58,Late,1,23.794014532861276,85.20860589934041,43.43972044772155,0.03215978334461747,0.03215978334461747,2027.4548070937549,1887.0093125761975,825.3546885067094,0.18788083953960732
COW00452,65,594.1,Ayrshire,Mastitis,3.1,17.9,24.24,Early,1,29.024827147441233,95.0,53.51344750802216,0.03012960781013297,0.03012960781013297,2757.358579006917,2863.689064193843,957.8907103935966,0.10940919037199125
COW00453,14,316.6,Holstein,Healthy,2.9,26.3,17.18,Early,0,47.69426159654437,74.92982611415931,79.50274159751953,0.08307012002526848,0.08307012002526848,3573.722728072296,6320.685921521962,2090.9221040147636,0.04421983575489576
COW00454,76,645.2,Guernsey,Healthy,2.4,14.5,23.17,Mid,0,35.583339284614844,46.48087476094111,54.71287283075895,0.022473651580905144,0.022473651580905144,1653.9447368642584,2993.4984533948004,793.3366560460047,0.11779293242405454
COW00455,71,306.2,Jersey,Ketosis,4.7,24.0,20.17,Mid,1,36.424028846797654,44.170348650137555,55.26731340587552,0.07838014369693011,0.07838014369693011,1608.8620534057202,3054.475931103268,1326.4155217410125,0.23187459177008493
COW00456,28,500.7,Ayrshire,Healthy,3.9,21.6,18.37,Early,0,28.31572723783353,72.78230813501384,49.180769267734874,0.04313960455362493,0.04313960455362493,2060.8839848910043,2418.748065766175,1062.3046161830734,0.05592170960655083
COW00457,80,632.0,Ayrshire,Healthy,2.1,18.3,26.19,Mid,0,37.75923635773953,79.41464558739125,65.15804385161152,0.028955696202531647,0.028955696202531647,2998.6363730004227,4245.570678568531,1192.392202484491,0.12658227848101267
COW00458,102,524.6,Brown Swiss,Healthy,3.5,23.4,21.25,Mid,0,18.0,80.6010893754382,33.701639217515776,0.04460541364849409,0.04460541364849409,1450.8196087578876,1135.8004859475973,788.6183576898691,0.19443385436523064
COW00459,23,432.7,Jersey,Healthy,2.3,17.9,16.63,Late,0,20.648881768961665,86.44243251741361,38.32079082139698,0.04136815345504968,0.04136815345504968,1784.9395688735208,1468.4830091772633,685.9421557030059,0.053154610584700716
